input1,input2,target
0.237983,0.881547,0.209793
0.551823,-0.744126,-0.410626
-0.304986,-0.129213,0.039408
-0.208077,0.338617,-0.0704584
0.783786,-0.387897,-0.304028
0.103754,0.578819,0.0600549
-0.167564,-0.663764,0.111223
-0.0500981,-0.889555,0.044565
0.884767,-0.850358,-0.752368
-0.123087,0.0597625,-0.00735596
0.970608,-0.667956,-0.648324
-0.771137,-0.982588,0.75771
-0.688857,-0.585454,0.403294
0.261162,-0.560586,-0.146404
-0.958958,0.653237,-0.626427
-0.268809,-0.292607,0.0786552
-0.395042,0.950747,-0.375585
-0.659769,0.796476,-0.52549
0.553607,-0.84704,-0.468927
0.973458,-0.457268,-0.445131
-0.802834,0.658628,-0.528769
0.413351,0.234438,0.096905
-0.688038,-0.0430078,0.029591
0.561112,-0.392752,-0.220378
-0.37662,-0.993718,0.374254
-0.651513,0.750811,-0.489163
-0.116507,0.968469,-0.112833
-0.208584,0.430373,-0.0897689
-0.436162,-0.272381,0.118802
-0.618548,-0.305875,0.189199
0.094475,0.983546,0.0929205
0.328403,-0.601508,-0.197537
-0.910077,-0.747287,0.680089
0.12511,0.530321,0.0663486
0.880838,-0.968354,-0.852963
0.0455203,-0.0582653,-0.00265225
0.31211,0.119158,0.0371903
0.374078,0.316165,0.118271
-0.765977,0.599436,-0.459154
-0.753535,0.397061,-0.299199
-0.167709,0.0277015,-0.0046458
0.806596,0.779767,0.628957
0.635713,0.0202968,0.0129029
0.47248,0.0257941,0.0121872
0.739212,-0.194448,-0.143739
0.940471,0.864646,0.813174
0.483205,-0.441168,-0.213175
-0.736693,0.709407,-0.522615
-0.669395,0.708522,-0.474281
-0.01847,-0.186886,0.00345179
0.806382,0.207702,0.167487
0.153228,0.117532,0.0180092
-0.257661,0.571286,-0.147198
-0.494403,0.87779,-0.433982
0.78797,-0.325039,-0.256121
0.458928,0.146446,0.0672083
-0.324701,0.977043,-0.317247
-0.949525,-0.494708,0.469738
0.0401481,0.043906,0.00176274
0.177866,0.503352,0.0895293
0.246956,0.200563,0.0495301
-0.892971,-0.246939,0.22051
-0.535889,-0.46926,0.251471
0.108675,-0.600989,-0.0653125
-0.412102,-0.525831,0.216696
0.897006,0.889331,0.797736
0.219883,0.849045,0.186691
0.571625,0.179896,0.102833
-0.98713,0.545033,-0.538018
0.404977,0.230507,0.0933501
0.520849,0.0258443,0.013461
0.408167,0.870344,0.355245
-0.24839,0.416244,-0.103391
-0.0486244,0.348799,-0.0169601
0.525787,-0.909095,-0.47799
0.293201,-0.546518,-0.160239
0.340065,-0.0633396,-0.0215396
0.547105,-0.753198,-0.412079
0.252645,-0.443059,-0.111936
0.705964,0.856767,0.604847
0.992797,0.592015,0.58775
0.507468,-0.568998,-0.288749
-0.327986,-0.0686349,0.0225113
0.546762,0.829932,0.453775
-0.621722,0.844735,-0.52519
0.391249,0.221541,0.0866779
-0.600317,-0.88895,0.533652
0.13693,0.303031,0.041494
-0.578437,0.112912,-0.0653127
0.712987,0.670132,0.477795
0.85471,-0.268228,-0.229258
-0.363901,0.498852,-0.181533
-0.137775,-0.824903,0.113651
-0.434398,-0.162835,0.0707353
-0.414967,-0.335589,0.139258
-0.412448,-0.917002,0.378216
0.274189,0.194585,0.0533531
0.306767,-0.61538,-0.188778
-0.408691,0.239232,-0.0977719
0.199255,0.0126606,0.00252269
-0.299173,0.825862,-0.247076
-0.32046,-0.0887617,0.0284445
0.356228,0.0860429,0.0306508
-0.306228,-0.12871,0.0394147
0.588962,-0.443742,-0.261347
-0.71549,-0.373674,0.26736
0.699068,-0.822021,-0.574649
0.983392,0.0820058,0.0806438
0.969691,0.877993,0.851382
-0.0943726,-0.603018,0.0569083
-0.67023,-0.520021,0.348534
0.420265,-0.4541,-0.190842
-0.317149,-0.102442,0.0324896
0.826465,-0.621213,-0.513411
-0.989947,-0.879807,0.870962
0.809533,0.295033,0.238839
-0.453919,-0.645615,0.293057
-0.411467,-0.770406,0.316996
0.883066,0.568412,0.501946
-0.0752176,0.729925,-0.0549033
-0.501084,0.434241,-0.217591
0.712265,-0.286463,-0.204037
0.514929,-0.409855,-0.211046
-0.402286,-0.785886,0.316151
-0.119884,0.459424,-0.0550775
0.880442,0.207594,0.182774
0.726271,0.644989,0.468437
-0.653314,-0.0283651,0.0185313
-0.766153,0.364306,-0.279114
0.899799,-0.725821,-0.653093
0.467766,0.264476,0.123713
0.16721,-0.21976,-0.036746
-0.289737,-0.909502,0.263516
-0.564183,-0.969646,0.547058
0.162834,-0.788294,-0.128361
0.746039,0.046286,0.0345312
0.39938,-0.178286,-0.0712038
0.12116,0.885318,0.107265
-0.834532,-0.492124,0.410694
0.559977,-0.802526,-0.449396
-0.848678,-0.276917,0.235013
-0.815664,0.170157,-0.138791
-0.547449,0.791396,-0.433249
0.567,0.39941,0.226466
0.233888,0.726931,0.170021
-0.553876,0.746218,-0.413312
0.578985,0.496322,0.287363
0.122511,-0.507512,-0.0621759
-0.152904,0.587141,-0.0897764
-0.936443,0.564102,-0.528249
-0.519859,-0.711382,0.369818
-0.768597,-0.9455,0.726709
0.047173,-0.56348,-0.026581
0.978864,0.148874,0.145727
-0.724229,0.377525,-0.273415
0.795487,0.490359,0.390074
-0.84712,0.791768,-0.670723
0.587859,-0.683392,-0.401738
-0.896428,0.114621,-0.10275
-0.687928,0.669182,-0.460349
-0.283331,0.825785,-0.23397
0.131376,-0.634655,-0.0833787
-0.720802,0.152945,-0.110243
0.523767,0.563011,0.294887
-0.448485,-0.591506,0.265282
-0.966487,0.358398,-0.346387
-0.846863,-0.158478,0.134209
0.203364,0.874218,0.177785
-0.376396,-0.500456,0.188369
0.30832,0.238478,0.0735276
-0.33578,0.856204,-0.287496
0.689725,-0.552035,-0.380752
-0.521715,0.0246007,-0.0128345
0.547144,-0.911919,-0.498951
0.38667,0.296472,0.114637
-0.53704,0.362706,-0.194788
0.880366,-0.906428,-0.797989
-0.360696,-0.123647,0.0445988
0.798521,0.924523,0.738251
-0.11177,0.500057,-0.0558911
0.063322,0.0755659,0.00478499
-0.443801,-0.566088,0.25123
-0.423989,0.112656,-0.0477649
-0.94169,0.814498,-0.767004
-0.687433,-0.559823,0.38484
0.0365524,0.42023,0.0153604
-0.808542,-0.364611,0.294803
0.937349,-0.475314,-0.445535
-0.3739,0.672997,-0.251633
-0.899571,-0.0707737,0.063666
-0.240766,-0.366826,0.0883195
-0.428601,-0.817252,0.350275
-0.370348,-0.913895,0.33846
0.561928,-0.203544,-0.114377
-0.112192,0.787189,-0.0883166
0.31611,-0.983882,-0.311015
0.88635,-0.525711,-0.465964
-0.784772,0.536256,-0.420839
0.000954631,-0.132459,-0.000126449
-0.500994,0.094943,-0.0475659
-0.451231,0.803166,-0.362413
-0.569591,0.76871,-0.437851
0.118811,0.656976,0.0780559
0.425692,0.39339,0.167463
-0.351308,-0.532206,0.186968
-0.578228,0.714383,-0.413076
0.640854,-0.118853,-0.0761673
-0.735191,-0.235495,0.173134
0.238687,-0.0911937,-0.0217667
0.560379,0.995246,0.557714
-0.617736,-0.0806984,0.0498503
-0.138032,-0.391015,0.0539726
-0.603809,-0.868616,0.524478
0.774239,-0.160303,-0.124112
-0.00620896,0.833884,-0.00517755
0.552581,-0.738997,-0.408356
0.13084,-0.115495,-0.0151114
0.594422,0.448465,0.266578
0.380811,-0.31891,-0.121445
0.609927,-0.895217,-0.546018
-0.68075,-0.328753,0.223799
-0.846385,-0.530011,0.448594
0.660302,0.896503,0.591963
-0.390795,-0.470968,0.184052
-0.440215,-0.444562,0.195703
-0.92814,0.853833,-0.792476
-0.572604,-0.159992,0.0916119
-0.980626,0.71591,-0.70204
0.462315,0.893512,0.413084
0.563231,-0.372587,-0.209853
-0.504253,0.395433,-0.199398
-0.271774,0.13243,-0.0359911
-0.987485,-0.876229,0.865263
0.0707359,0.132143,0.00934727
0.502906,-0.736069,-0.370174
0.0263662,-0.611105,-0.0161125
-0.813608,-0.179008,0.145643
-0.673327,-0.556436,0.374663
-0.364891,-0.481223,0.175594
-0.824817,-0.820167,0.676488
-0.613501,-0.898882,0.551465
0.252914,-0.425347,-0.107576
-0.440508,-0.336003,0.148012
0.325593,0.741268,0.241351
0.518174,0.455058,0.235799
-0.0312176,0.387611,-0.0121003
0.105525,-0.567499,-0.0598852
-0.582823,-0.407216,0.237335
0.821605,0.0948297,0.0779126
0.467811,-0.306882,-0.143563
-0.184568,-0.748869,0.138218
-0.65741,0.654713,-0.430415
0.169677,-0.324935,-0.0551341
0.605702,-0.50696,-0.307067
0.952065,-0.310365,-0.295488
-0.325378,-0.376176,0.122399
-0.755777,-0.777726,0.587787
0.29621,0.750236,0.222227
0.581041,-0.717785,-0.417062
0.0911642,-0.788817,-0.0719119
-0.909411,0.312772,-0.284438
0.0703047,-0.835953,-0.0587714
-0.930122,0.979513,-0.911066
-0.939957,-0.110943,0.104282
0.00923805,-0.76544,-0.00707117
-0.661876,-0.29639,0.196174
0.523352,0.0141648,0.0074132
0.275804,0.970349,0.267626
0.536011,-0.131277,-0.0703659
-0.107116,0.237544,-0.0254448
0.33073,0.00142185,0.00047025
0.289722,-0.952935,-0.276087
-0.140754,-0.442124,0.0622308
-0.741651,-0.800907,0.593994
0.206384,0.0472011,0.00974157
-0.492832,-0.0580999,0.0286335
-0.0155354,-0.609982,0.0094763
0.304186,0.561839,0.170904
0.582927,0.20494,0.119465
0.0232772,-0.877986,-0.020437
-0.424337,-0.813457,0.34518
0.927646,-0.72984,-0.677033
-0.696449,0.779153,-0.542641
0.887857,0.531658,0.472036
-0.98919,-0.997307,0.986527
-0.243798,-0.713209,0.173879
-0.963228,-0.0718666,0.0692239
0.886124,-0.352361,-0.312235
0.322281,0.304471,0.0981252
-0.49784,0.300851,-0.149775
-0.575332,-0.755985,0.434943
0.402767,-0.773118,-0.311386
0.993818,-0.633095,-0.629182
0.188284,-0.177251,-0.0333735
-0.747227,-0.944312,0.705616
0.245465,0.613515,0.150596
0.684031,-0.0345731,-0.0236491
0.554911,0.345694,0.19183
0.448509,-0.014802,-0.00663882
0.266823,0.611052,0.163043
-0.204232,0.611958,-0.124981
0.184034,-0.668198,-0.122971
-0.950632,-0.274493,0.260942
0.0933927,0.679641,0.0634735
-0.745029,0.600413,-0.447325
0.726018,-0.698625,-0.507214
0.703189,0.982907,0.691169
0.453678,0.569539,0.258387
0.988831,0.210963,0.208606
-0.384227,0.675062,-0.259377
0.228972,0.162391,0.0371829
-0.492729,0.512669,-0.252607
-0.836665,0.848574,-0.709973
-0.348353,-0.744451,0.259332
-0.115267,-0.91506,0.105476
0.369252,0.805411,0.2974
0.674526,-0.745261,-0.502698
-0.747458,0.626869,-0.468558
0.848509,-0.0786603,-0.066744
-0.00205777,-0.363476,0.00074795
0.78853,0.289806,0.228521
-0.423497,-0.402434,0.17043
0.7824,-0.972732,-0.761066
-0.354547,0.108713,-0.038544
-0.703565,-0.815802,0.57397
0.630553,0.788809,0.497385
0.647213,0.797576,0.516201
0.106224,0.624516,0.0663386
-0.231915,0.332536,-0.0771199
0.977671,-0.548545,-0.536296
-0.220201,-0.0399053,0.00878716
-0.723969,-0.837923,0.60663
0.659446,0.953589,0.62884
-0.19055,-0.8247,0.157147
-0.868376,0.782636,-0.679623
-0.0723715,-0.359945,0.0260498
-0.0470775,-0.363392,0.0171076
-0.0219285,0.719113,-0.015769
0.184603,0.389308,0.0718672
-0.270659,0.477012,-0.129107
0.333234,-0.760876,-0.25355
0.145286,-0.486513,-0.0706834
0.608191,-0.148125,-0.0900881
0.989368,-0.814999,-0.806334
0.560696,0.347403,0.194788
0.534998,-0.38494,-0.205942
-0.015891,0.593017,-0.00942365
-0.534917,-0.547934,0.293099
0.102102,0.0471272,0.00481177
-0.435475,-0.403849,0.175866
-0.44431,0.543024,-0.241271
0.303802,0.664834,0.201978
0.950946,-0.0516714,-0.0491367
-0.866612,-0.903815,0.783257
-0.40867,0.865089,-0.353536
0.0464261,-0.456427,-0.0211901
-0.201666,0.19719,-0.0397666
0.305899,-0.692161,-0.211732
0.954063,0.0895444,0.0854311
-0.728623,0.787271,-0.573624
-0.850723,0.815471,-0.69374
0.993131,0.400864,0.39811
0.540894,-0.325394,-0.176004
0.883154,0.0594279,0.052484
0.464777,0.848215,0.394231
0.95036,0.666409,0.633328
-0.393965,0.933095,-0.367607
0.256239,0.861285,0.220695
0.35221,-0.385522,-0.135785
-0.259951,0.100944,-0.0262404
0.58003,-0.364035,-0.211151
0.159462,-0.30875,-0.049234
0.631539,-0.0665438,-0.042025
-0.846554,-0.667895,0.565409
-0.877791,-0.00139411,0.00122374
-0.787325,-0.77172,0.607595
0.882097,0.74531,0.657435
-0.0958268,0.971611,-0.0931064
-0.999627,0.227959,-0.227874
0.232856,-0.0851139,-0.0198193
-0.206104,-0.0892337,0.0183914
-0.170079,0.460985,-0.0784039
-0.729289,-0.604722,0.441017
-0.638964,-0.475059,0.303545
0.0505168,-0.777583,-0.039281
0.736339,-0.405277,-0.298421
-0.674924,0.351243,-0.237062
-0.923827,0.239937,-0.22166
0.396397,-0.570167,-0.226012
-0.916072,-0.272709,0.249821
-0.802812,-0.767044,0.615792
-0.491478,-0.409064,0.201046
0.0599407,0.356784,0.0213859
0.185542,-0.703279,-0.130488
-0.655828,0.757539,-0.496815
0.116705,0.739876,0.0863469
-0.256907,0.2288,-0.0587803
0.0473268,-0.361753,-0.0171206
-0.0601693,0.00498175,-0.000299748
-0.598458,-0.369979,0.221417
0.582819,0.831576,0.484659
-0.280412,-0.386055,0.108255
-0.609606,0.356982,-0.217618
-0.353801,0.975499,-0.345132
-0.34863,-0.211728,0.0738148
0.206668,0.603369,0.124697
-0.0609627,-0.154688,0.00943019
0.991276,-0.979013,-0.970471
0.790131,-0.701718,-0.554449
0.571851,0.235863,0.134878
-0.316305,0.74775,-0.236517
-0.974186,-0.546619,0.532508
0.133786,-0.296915,-0.039723
0.220755,-0.95178,-0.21011
-0.767082,-0.745808,0.572096
-0.621433,-0.0813371,0.0505455
0.504257,0.811078,0.408992
0.670745,-0.606224,-0.406622
-0.117699,-0.601177,0.0707578
-0.471056,0.00709395,-0.00334165
-0.863782,-0.563651,0.486872
0.870756,-0.0677674,-0.0590089
-0.109227,-0.970866,0.106045
-0.505201,0.732585,-0.370102
-0.670743,-0.16975,0.113859
-0.971338,-0.043329,0.0420871
-0.957958,0.639219,-0.612345
0.649708,0.575484,0.373897
-0.433272,0.674474,-0.292231
0.0859963,-0.252384,-0.0217041
0.25066,-0.975318,-0.244473
-0.714078,0.484587,-0.346033
-0.511677,0.196018,-0.100298
-0.229795,0.709612,-0.163065
0.904831,0.767129,0.694122
-0.45876,-0.611674,0.280612
-0.0511302,-0.985332,0.0503802
-0.948381,0.106581,-0.10108
0.0408988,0.989164,0.0404556
-0.596316,-0.483792,0.288493
-0.772919,0.835086,-0.645454
0.555622,0.644678,0.358198
0.805528,0.0498,0.0401153
-0.0976136,-0.339217,0.0331122
0.178429,-0.0914432,-0.0163161
-0.0968688,0.873856,-0.0846494
0.968063,0.592969,0.574031
0.513516,0.361116,0.185439
-0.66785,-0.881788,0.588903
0.381453,0.457572,0.174542
-0.906054,0.856104,-0.775676
-0.817719,-0.428199,0.350146
0.34478,-0.660255,-0.227642
-0.889168,-0.337707,0.300278
0.531943,-0.172643,-0.0918361
0.305946,0.159238,0.0487183
-0.955563,0.97708,-0.933662
-0.917144,0.935605,-0.858085
0.0997283,0.926318,0.0923802
-0.770493,-0.019183,0.0147803
-0.660992,-0.89805,0.593604
0.235058,-0.584433,-0.137376
0.175394,-0.775271,-0.135978
-0.336027,0.563265,-0.189272
-0.125897,0.255491,-0.0321655
0.294916,0.68751,0.202758
-0.350154,0.374591,-0.131165
0.923232,0.460487,0.425136
-0.020259,0.261435,-0.00529642
0.479366,0.224552,0.107642
-0.966648,-0.610453,0.590093
0.620936,-0.454699,-0.282339
0.463124,-0.25576,-0.118448
0.0437687,-0.864053,-0.0378185
-0.637549,0.914394,-0.582971
0.780276,0.30455,0.237633
-0.0807108,0.351523,-0.0283717
0.237221,0.137105,0.032524
-0.881646,0.265605,-0.23417
0.53784,0.988163,0.531474
-0.977843,0.460347,-0.450147
0.143579,-0.131896,-0.0189374
-0.74486,-0.18183,0.135438
-0.291246,-0.39434,0.11485
0.461759,0.401451,0.185374
0.17804,0.87733,0.1562
-0.300291,-0.512396,0.153868
0.311807,-0.602372,-0.187824
-0.369979,-0.550795,0.203783
-0.861693,0.654997,-0.564407
-0.490919,-0.053945,0.0264826
-0.913369,0.398679,-0.364141
-0.338878,0.489473,-0.165872
-0.175194,-0.608489,0.106604
0.0263502,-0.738991,-0.0194725
-0.118922,-0.365389,0.0434527
0.823919,-0.878143,-0.723518
0.388035,-0.634498,-0.246207
-0.36191,-0.168972,0.0611526
0.81603,-0.514843,-0.420128
-0.817382,-0.362621,0.2964
-0.790648,-0.742807,0.587299
0.147701,-0.878196,-0.129711
-0.938138,0.428828,-0.4023
-0.276706,-0.749249,0.207322
-0.492774,0.284173,-0.140033
-0.448927,-0.0109578,0.00491923
-0.756609,0.176187,-0.133305
-0.367845,0.253937,-0.0934093
0.61679,0.223293,0.137725
-0.408505,-0.488513,0.19956
-0.345158,-0.670759,0.231518
-0.637656,0.581382,-0.370722
-0.230535,-0.12801,0.0295107
0.188099,0.179307,0.0337275
-0.865246,0.663082,-0.573729
-0.645347,0.446143,-0.287917
0.545342,0.429799,0.234387
0.157955,-0.970782,-0.15334
-0.279249,0.209679,-0.0585526
-0.225097,0.72696,-0.163637
-0.382395,-0.41293,0.157903
-0.468005,-0.334438,0.156519
0.11481,0.414031,0.0475348
0.325136,0.615436,0.2001
0.771828,0.632158,0.487917
-0.962109,0.471836,-0.453958
-0.583201,-0.734144,0.428153
0.276978,-0.360514,-0.0998542
-0.885766,-0.724741,0.64195
-0.998141,0.806447,-0.804948
-0.950764,-0.581088,0.552478
-0.167474,-0.286857,0.0480413
0.823452,-0.919422,-0.7571
0.0244294,0.360959,0.00881802
0.863396,0.240742,0.207856
0.60751,-0.83255,-0.505783
-0.228121,-0.252106,0.0575106
0.772576,-0.697258,-0.538685
-0.696228,-0.342884,0.238725
-0.891068,-0.635084,0.565903
0.930419,-0.143632,-0.133638
0.264038,0.452223,0.119404
-0.266077,-0.705546,0.18773
-0.586838,-0.373467,0.219165
0.272137,-0.203439,-0.0553632
-0.986371,0.0468144,-0.0461763
0.843027,0.624155,0.52618
0.650423,0.590116,0.383825
-0.352538,0.530388,-0.186982
-0.713677,0.315432,-0.225117
0.283137,-0.94886,-0.268658
0.57594,0.806496,0.464494
-0.465169,0.624781,-0.290629
-0.835188,0.199936,-0.166984
-0.0287063,0.0918471,-0.00263659
0.85241,0.74263,0.633026
0.570167,-0.452603,-0.258059
0.823637,-0.804985,-0.663015
0.706658,-0.34368,-0.242864
-0.892455,0.338714,-0.302287
-0.53744,-0.512858,0.27563
-0.387906,-0.87263,0.338498
-0.645746,-0.989721,0.639108
-0.109181,-0.831489,0.0907828
0.365305,-0.528754,-0.193157
0.887148,0.742503,0.65871
-0.421118,0.566431,-0.238534
0.60649,0.973126,0.590191
0.19568,-0.836069,-0.163602
0.293674,0.249959,0.0734067
0.276701,-0.385709,-0.106726
0.719359,0.918944,0.661051
-0.564575,-0.823696,0.465038
-0.61093,0.641104,-0.39167
0.353289,0.272095,0.0961281
-0.196414,0.155656,-0.030573
-0.384252,-0.0455998,0.0175218
0.586126,0.962483,0.564136
0.864978,0.867732,0.750569
-0.195553,-0.0624202,0.0122064
0.411271,0.844384,0.34727
-0.716011,-0.391516,0.28033
-0.721506,0.224017,-0.16163
-0.387398,-0.347784,0.134731
-0.858168,-0.300408,0.2578
0.724993,-0.533854,-0.387041
0.390375,0.259257,0.101207
0.726969,-0.735424,-0.534631
0.95518,0.165257,0.15785
0.990948,0.823029,0.81558
-0.556965,-0.887676,0.494405
-0.488722,0.0551273,-0.0269419
-0.656807,-0.665081,0.43683
-0.0748129,-0.933464,0.0698352
-0.756224,-0.168277,0.127255
-0.87374,-0.20649,0.180419
-0.0519875,-0.0974668,0.00506705
0.73835,0.0601249,0.0443932
-0.0640391,-0.178582,0.0114362
0.635247,0.790113,0.501917
0.706485,0.347093,0.245216
-0.725277,-0.44626,0.323662
-0.907874,0.861648,-0.782268
0.321597,0.492726,0.158459
-0.376857,0.691307,-0.260524
-0.480793,-0.996712,0.479213
-0.24717,0.141523,-0.0349802
-0.0425903,0.724152,-0.0308419
-0.789189,0.107647,-0.0849538
0.0259587,-0.437214,-0.0113495
0.644456,0.505697,0.3259
0.465718,0.752385,0.3504
0.445569,-0.536317,-0.238967
0.411125,-0.384594,-0.158117
-0.515651,-0.853993,0.440362
0.488057,0.422002,0.205961
-0.531001,0.498758,-0.264841
0.835682,-0.783942,-0.655126
-0.534727,0.500522,-0.267642
-0.450987,0.249328,-0.112444
-0.837672,-0.095595,0.0800772
0.478183,0.373028,0.178376
0.630144,0.754904,0.475699
0.546367,0.343175,0.1875
-0.936555,0.0699333,-0.0654964
-0.924605,0.616136,-0.569682
-0.358551,0.124859,-0.0447682
-0.441109,0.565,-0.249227
0.773005,-0.202715,-0.1567
0.725845,-0.46585,-0.338135
0.0693219,0.717523,0.04974
-0.348237,0.908085,-0.316229
-0.756241,-0.96345,0.7286
0.808271,-0.862703,-0.697297
0.983778,0.902794,0.888149
-0.725958,0.0751693,-0.0545697
-0.630159,-0.14369,0.0905474
-0.87715,-0.552151,0.484319
-0.273454,-0.122705,0.0335542
0.954993,0.615731,0.588019
0.47482,0.0740826,0.0351759
0.679996,-0.321354,-0.218519
0.417798,0.987568,0.412604
-0.370742,0.348035,-0.129031
0.68863,0.831615,0.572675
0.435865,-0.432784,-0.188636
-0.347436,-0.958484,0.333012
0.521772,-0.914521,-0.477171
0.729305,-0.762679,-0.556225
-0.656247,-0.0469471,0.0308089
0.475761,-0.721996,-0.343497
-0.119858,-0.0342974,0.00411082
-0.575429,-0.768883,0.442437
0.672842,0.0049313,0.00331799
-0.971238,0.605963,-0.588534
0.961588,0.211852,0.203715
0.00741678,0.756832,0.00561325
0.905034,0.509074,0.460729
-0.109094,0.184443,-0.0201216
0.401871,-0.611453,-0.245725
-0.105598,0.659643,-0.0696569
0.309451,-0.177592,-0.0549559
0.326725,-0.763555,-0.249473
-0.197005,0.586257,-0.115495
-0.558982,-0.628077,0.351084
0.901637,-0.580205,-0.523134
-0.478163,0.939232,-0.449106
0.469417,0.399193,0.187388
0.705853,-0.768354,-0.542345
0.411912,0.00737721,0.00303876
0.658301,0.0162834,0.0107194
0.240483,-0.0445158,-0.0107053
-0.0436821,0.53594,-0.023411
0.257133,0.266526,0.0685327
-0.099435,0.062219,-0.00618675
0.491435,0.651882,0.320358
0.393123,0.848146,0.333426
0.640648,0.123728,0.0792659
0.342812,0.852617,0.292287
0.238336,0.649614,0.154826
0.377621,0.103873,0.0392245
-0.516324,-0.148005,0.0764185
0.935486,0.315531,0.295175
0.128791,0.865913,0.111522
0.173024,0.052165,0.00902578
0.518622,0.425331,0.220586
-0.61368,-0.0573835,0.0352151
-0.0549691,-0.243551,0.0133878
0.034587,-0.173785,-0.0060107
-0.601309,-0.175267,0.10539
-0.855446,0.151572,-0.129661
0.707309,0.450574,0.318695
-0.279212,-0.825858,0.230589
-0.595701,0.0909807,-0.0541973
-0.585886,0.0879462,-0.0515264
-0.536802,0.697848,-0.374606
-0.205457,-0.508899,0.104557
0.624652,-0.314322,-0.196342
-0.777025,0.140819,-0.10942
0.163128,0.429391,0.0700459
-0.519561,-0.112457,0.0584285
-0.435264,-0.838093,0.364792
0.753228,0.45774,0.344782
-0.397074,0.198746,-0.0789168
-0.597472,0.780473,-0.466311
-0.770187,-0.992326,0.764277
0.0040164,0.166256,0.000667749
0.157931,-0.890976,-0.140712
-0.371912,-0.0016021,0.000595841
-0.566842,0.745252,-0.42244
-0.825781,-0.0252311,0.0208354
0.382832,-0.476498,-0.182419
0.248481,0.65877,0.163692
-0.619326,0.834441,-0.516791
0.107117,-0.401536,-0.0430114
-0.138283,-0.375616,0.0519415
0.450222,0.592601,0.266802
0.665875,0.971536,0.646922
0.582569,0.202768,0.118126
-0.321559,0.0891909,-0.0286802
-0.917864,0.48965,-0.449432
-0.108089,-0.959954,0.10376
-0.874986,-0.225067,0.196931
0.166843,-0.0715921,-0.0119446
0.238409,-0.0394115,-0.00939604
0.323408,-0.561748,-0.181674
-0.774314,0.192868,-0.14934
-0.030621,-0.946265,0.0289755
-0.239036,-0.787749,0.188301
0.0627137,-0.208445,-0.0130723
0.226304,0.611204,0.138318
-0.400663,0.924204,-0.370294
0.071269,0.236582,0.0168609
0.361345,0.333463,0.120495
0.0219415,-0.142471,-0.00312604
-0.892436,-0.955828,0.853016
-0.284078,-0.332678,0.0945064
-0.22461,-0.723264,0.162452
0.476337,0.713929,0.34007
0.877429,-0.0152754,-0.0134031
0.401731,0.711102,0.285672
-0.163418,-0.381174,0.0622907
0.873449,0.0313531,0.0273853
-0.00549223,-0.643168,0.00353243
-0.78369,0.684214,-0.536211
0.228266,-0.348351,-0.0795168
-0.616528,0.110995,-0.0684312
0.167839,-0.586013,-0.0983556
0.702812,-0.831471,-0.584368
-0.287814,0.360769,-0.103834
-0.451759,0.65535,-0.296061
0.479736,0.578046,0.277309
-0.761787,-0.718906,0.547653
-0.427053,0.0361543,-0.0154398
0.496032,0.673062,0.33386
0.408671,0.857194,0.35031
0.477487,-0.387464,-0.185009
-0.469837,0.392385,-0.184357
-0.614259,-0.81457,0.500357
0.0644457,0.643283,0.0414569
-0.79724,0.583783,-0.465415
0.623144,-0.035452,-0.0220917
-0.885379,-0.65082,0.576223
0.414853,0.423556,0.175713
0.796711,0.165372,0.131754
-0.751785,-0.75717,0.569229
0.442265,-0.632431,-0.279702
-0.343229,-0.025576,0.00877842
-0.95047,-0.502362,0.47748
-0.184221,-0.440727,0.0811911
-0.727259,0.456025,-0.331648
0.626295,-0.485042,-0.30378
0.548839,-0.228893,-0.125625
0.0133716,0.712002,0.0095206
0.499907,0.610234,0.30506
-0.72631,-0.860561,0.625034
0.786809,-0.224331,-0.176506
-0.424241,0.449393,-0.190651
0.672831,0.724979,0.487789
-0.368006,0.704425,-0.259232
-0.918132,-0.900677,0.82694
0.247038,-0.873787,-0.215859
-0.350782,0.345512,-0.121199
-0.325466,-0.6408,0.208559
-0.437299,-0.0848493,0.0371045
-0.0492283,0.566,-0.0278632
0.500306,-0.0863644,-0.0432087
0.691335,-0.771526,-0.533383
-0.489293,0.655953,-0.320953
-0.244012,0.962363,-0.234828
-0.0674934,0.583871,-0.0394075
-0.195386,-0.150093,0.0293261
-0.234234,0.438151,-0.10263
0.0950358,0.887556,0.0843496
-0.498219,-0.798875,0.398015
-0.213477,0.233425,-0.049831
0.721598,-0.307606,-0.221968
0.307574,-0.299603,-0.0921498
0.234439,0.769616,0.180428
-0.537285,-0.191517,0.102899
0.98653,0.737114,0.727185
0.12928,0.0332552,0.00429922
-0.430799,0.0344189,-0.0148276
0.696363,0.370349,0.257897
-0.419912,-0.597072,0.250718
-0.469583,-0.660482,0.310151
-0.808719,-0.161728,0.130792
-0.773401,-0.656175,0.507486
0.0946494,-0.670801,-0.0634909
-0.87224,-0.365222,0.318562
-0.559362,0.0306104,-0.0171223
-0.795266,0.503542,-0.400449
0.812467,0.48687,0.395566
0.0656541,0.721336,0.0473586
0.389837,-0.978898,-0.38161
-0.21182,0.701904,-0.148677
-0.308282,-0.92957,0.28657
0.492359,0.604077,0.297423
-0.678813,0.074681,-0.0506944
-0.616089,0.438469,-0.270136
-0.456899,-0.36757,0.167942
0.689942,-0.0473553,-0.0326724
0.339509,-0.195254,-0.0662904
-0.403986,0.250956,-0.101383
-0.690285,-0.254,0.175333
